0,1
0.2566547147513762,vo_relationship_do_not_know_number_of_offenders
0.13508779154954514,vo_relationship_well-known/casual_acquaintances
0.10743607558400833,vo_relationship_stranger
0.06267844659058025,sex_female
0.05853864571006549,sex_male
0.0574067760214498,age_18_to_20
0.051178104961025365,age_12_to_14
0.049209221523625446,age_65_or_older
0.034678119588337275,vo_relationship_other_relatives
0.034642243781683735,vo_relationship_do_not_know_relationship
0.034214507806815335,vo_relationship_intimates
0.029787100931294774,age_21_to_24
0.0296513169508886,age_50_to_64
0.020208130625702175,age_25_to_34
0.019383281539762737,age_15_to_17
0.019245522083839037,age_35_to_49
